,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
0,238.87,99.335,176.57,359.725,163.87,113.175,44.345,44.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,238.87,99.34,176.68,359.7,163.865,113.16,44.335,44.365,0,73.415,77.77,267.63,189.22,156.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,238.87,99.32,176.695,359.685,163.905,113.155,44.335,44.365,0,73.41,77.76,267.63,189.305,156.18,48.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,238.87,99.325,176.765,359.39,163.81,113.18,44.355,44.335,0,73.4,77.745,267.63,189.345,156.17,48.37,131.745,117.885,163.82,55.05,0,0,0,0,0,0,0,0,0,0,0
4,238.87,99.31,176.725,359.05,163.75,112.955,44.315,44.265,0,73.425,77.68,267.625,189.305,156.195,48.38,131.765,117.855,163.81,55.06,94.52,68.625,36.365,0,0,0,0,0,0,0,0
5,238.87,99.26,176.61,359.275,163.825,112.945,44.305,44.265,0,73.425,77.665,267.02,189.3,156.165,48.325,131.825,117.92,163.995,55.075,94.39,68.57,36.42,81.415,140.43,134.38,230.415,48.705,0,0,0
6,238.87,99.18,176.61,359.375,163.54,112.895,44.315,44.315,107.935,73.44,77.66,267.02,189.405,156.335,48.315,131.835,117.87,164.215,55.075,94.425,68.655,36.445,81.41,140.415,134.445,230.33,48.655,123.53,93.25,70.47
7,238.87,99.17,176.58,359.3,163.515,112.875,44.315,44.255,107.935,73.44,77.78,267.02,189.435,156.335,48.315,131.845,117.8,164.07,55.075,94.475,68.65,36.425,81.405,140.305,134.445,230.32,48.655,123.585,93.235,70.475
8,238.87,99.17,176.63,359.49,163.685,113.01,44.355,44.245,107.925,73.44,77.865,266.895,189.515,156.325,48.34,132.06,117.7,164.165,55.13,94.55,68.655,36.455,81.365,140.31,134.44,230.38,48.605,123.52,93.235,70.475
9,238.875,99.16,176.72,359.615,163.535,112.95,44.345,44.235,107.92,73.44,77.865,267.02,189.475,156.315,48.29,132.06,117.71,164.15,55.08,94.57,68.64,36.455,81.325,140.31,134.235,230.09,48.605,123.435,93.15,70.475
