,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
0,215.595,93.48,172.825,331.75,146.67,117.82,42.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,215.59,93.485,172.78,331.805,146.67,117.815,42.25,44.095,0,64.985,76.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,215.76,93.485,172.98,331.87,146.865,117.815,42.265,44.11,0,64.985,76.105,258.495,173.91,154.995,51.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,215.76,93.485,172.955,332.28,146.84,117.815,42.315,44.135,0,64.985,76.15,258.78,173.93,155.145,51.29,130.79,112.07,0,0,0,0,0,0,0,0,0,0,0,0,0
4,215.555,93.415,172.895,332.09,146.875,117.815,42.325,44.115,0,64.97,76.15,259.145,173.945,155.15,51.27,130.825,112.2,162.945,56.62,0,0,0,0,0,0,0,0,0,0,0
5,215.525,93.39,172.915,331.755,146.885,117.815,42.285,44.11,0,64.97,76.15,259.11,173.9,155.165,51.27,130.775,112.11,163.16,56.62,92.72,0,0,0,0,0,0,0,0,0,0
6,215.7,93.395,172.955,331.755,146.92,117.81,42.335,44.11,0,64.955,76.15,258.92,173.825,155.245,51.31,130.865,112.145,163.19,56.63,92.725,67.845,35.94,0,0,0,0,0,0,0,0
7,215.68,93.395,172.91,331.7,146.7,117.8,42.345,44.09,0,64.955,76.12,258.965,173.825,155.245,51.28,130.835,112.345,163.02,56.595,92.71,67.845,35.935,78.7,138.975,124.05,224.935,47.385,120.235,0,0
8,215.675,93.395,172.915,331.73,146.645,117.76,42.345,44.09,101.045,64.945,76.125,259.145,173.93,155.245,51.255,130.845,112.345,162.96,56.6,92.725,67.825,35.935,78.69,138.985,124.055,224.825,47.445,120.195,87.045,63.3
9,215.705,93.485,172.985,331.735,146.59,117.87,42.325,44.095,100.945,65.045,76.16,259.235,173.935,155.3,51.29,130.855,112.33,162.96,56.58,92.735,67.815,35.945,78.71,139.01,124.13,224.73,47.41,120.245,86.975,63.16
10,215.705,93.33,173.04,331.34,146.235,117.725,42.295,44.09,100.94,65.185,76.165,259.135,173.97,155.35,51.3,130.775,112.265,162.96,56.525,92.925,67.82,35.945,78.715,139.01,124.12,224.66,47.375,120.18,86.88,63.16
11,215.705,93.33,173.065,331.185,146.235,117.91,42.305,44.085,101.005,65.195,76.26,259.2,173.9,155.395,51.265,130.715,112.21,163.145,56.55,92.935,67.815,35.95,78.71,139.015,124.12,224.645,47.385,120.185,86.915,63.16
12,215.705,93.345,173.07,330.795,146.215,118.065,42.395,44.07,100.84,65.205,76.37,259.19,173.855,155.475,51.22,130.725,112.36,163.11,56.495,92.865,67.805,35.935,78.68,139.02,124.125,224.425,47.395,120.155,86.925,63.1
13,215.71,93.385,173.065,330.375,146.205,118,42.345,44.045,100.795,65.17,76.35,259.21,173.67,155.5,51.155,130.585,112.305,162.945,56.445,92.815,67.78,35.915,78.675,138.88,124.05,224.33,47.375,120.07,86.94,63.125
14,215.68,93.385,172.96,330.25,146.205,118.07,42.305,44.035,100.815,65.115,76.34,259.305,173.46,155.49,51.105,130.605,112.285,162.875,56.4,92.715,67.73,35.925,78.645,138.88,123.985,224.155,47.385,120.045,86.85,63.05
15,215.86,93.385,172.995,330.59,146.29,118.115,42.295,44.065,100.83,65.245,76.42,259.315,173.64,155.595,51.18,130.6,112.24,162.99,56.47,92.71,67.785,35.925,78.67,138.885,123.965,224.155,47.41,120.065,86.965,63.06
