,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
0,196.88,105.795,205.985,367.215,133.45,120.095,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,196.955,105.775,205.925,367.435,133.395,120.145,46.93,49.39,0,58.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,196.875,105.765,205.86,367.34,133.1,120.305,46.92,49.475,0,59.01,82.26,230.375,183.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,196.89,105.53,205.77,367.34,132.845,120.37,46.895,49.465,0,59.02,82.22,230.13,183.73,123.44,47.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,196.81,105.5,205.765,367.34,132.315,120.6,46.89,49.465,0,59.095,82.35,230.13,183.675,123.405,47.735,143.2,110.28,0,0,0,0,0,0,0,0,0,0,0,0,0
5,196.8,105.505,205.92,367.35,132.295,120.68,46.885,49.455,0,59.175,82.28,229.865,183.665,123.415,47.785,143.21,110.38,183.21,74.355,109.965,0,0,0,0,0,0,0,0,0,0
6,197.195,105.52,205.72,367.23,132.53,120.775,46.885,49.435,0,59.215,82.42,229.845,183.82,123.37,47.745,143.215,110.405,183.275,74.36,109.94,0,0,0,0,0,0,0,0,0,0
7,197.15,105.665,205.69,367.22,132.62,120.825,46.835,49.42,0,59.13,82.29,230.155,183.82,123.355,47.705,143.175,110.47,183.275,74.3,109.78,76.72,43.335,0,0,0,0,0,0,0,0
8,197.085,105.71,205.68,366.92,132.885,120.775,46.855,49.415,0,59.215,82.245,230.095,183.945,123.29,47.705,143.05,110.495,183.29,74.245,109.78,76.745,43.325,91.375,129.17,128.935,270.505,57.455,0,0,0
9,197.14,105.725,205.675,366.76,132.695,120.78,46.905,49.43,0,59.225,82.245,230.13,183.885,123.265,47.715,143.03,110.52,183.4,74.3,109.86,76.74,43.315,91.435,129.25,128.935,270.115,57.455,142.885,103.375,80.87
10,197.135,105.78,205.695,366.515,132.895,120.82,46.905,49.45,116.615,59.225,82.235,230.025,184.065,123.265,47.705,143.035,110.535,183.425,74.28,109.83,76.745,43.345,91.435,129.33,128.93,269.99,57.515,142.96,103.47,81.035
11,197.11,105.805,205.315,366.48,132.67,120.815,46.865,49.485,116.59,59.275,82.25,230.01,183.89,123.285,47.705,143.265,110.43,183.445,74.34,109.775,76.66,43.34,91.47,129.335,128.925,269.68,57.475,142.655,103.595,81.13
12,197.15,105.795,205.5,366.43,132.81,120.845,46.855,49.475,116.58,59.305,82.265,229.995,183.87,123.3,47.705,143.17,110.465,183.45,74.41,109.8,76.675,43.36,91.465,129.34,128.81,269.675,57.485,142.575,103.66,81.14
13,197.21,105.85,205.575,366.395,132.595,120.83,46.845,49.495,116.59,59.22,82.235,230.015,183.855,123.48,47.695,143.18,110.485,183.46,74.435,109.835,76.67,43.395,91.58,129.43,128.8,269.755,57.485,142.59,103.665,81.135
14,197.18,105.85,205.635,366.405,132.775,120.855,46.855,49.475,116.54,59.285,82.245,229.77,183.835,123.5,47.705,143.09,110.41,183.5,74.44,109.79,76.675,43.415,91.575,129.435,128.575,269.72,57.455,142.77,103.625,81.19
15,196.575,105.765,205.805,366.26,132.755,120.7,46.815,49.475,116.32,59.225,82.22,229.47,183.37,123.49,47.655,143.165,110.39,183.305,74.47,109.73,76.61,43.415,91.575,129.43,128.48,269.54,57.46,142.66,103.515,81.075
16,196.725,105.765,205.745,365.735,132.61,120.725,46.855,49.505,116.375,59.305,82.27,229.475,183.185,123.525,47.645,143.3,110.435,183.4,74.54,109.78,76.675,43.455,91.575,129.41,128.7,270.04,57.42,142.66,103.465,81.07
17,196.705,105.85,205.96,366.445,132.15,120.765,46.9,49.515,116.4,59.325,82.335,229.975,183.13,123.395,47.655,143.37,110.465,183.395,74.675,109.91,76.775,43.485,91.56,129.435,128.7,270.415,57.39,142.77,103.405,81.115
18,196.685,105.875,205.925,365.925,131.92,120.75,46.925,49.525,116.325,59.34,82.37,230.055,183.11,123.435,47.695,143.375,110.545,183.335,74.595,109.95,76.9,43.485,91.515,129.535,128.785,270.56,57.365,142.775,103.41,81.13
19,196.89,105.875,205.82,365.56,132.19,120.75,46.925,49.495,116.33,59.265,82.36,230.235,183.32,123.54,47.705,143.405,110.63,183.385,74.64,109.915,76.815,43.485,91.455,129.4,128.74,270.625,57.315,142.76,103.44,81.18
20,196.895,105.895,206.065,364.915,132.27,120.715,46.945,49.515,116.28,59.285,82.405,230.11,183.315,123.505,47.715,143.405,110.59,183.39,74.68,109.95,76.715,43.495,91.585,129.4,128.7,270.61,57.345,142.825,103.455,81.125
21,196.895,105.895,205.935,364.675,132.445,120.735,46.935,49.545,116.255,59.285,82.415,229.87,183.115,123.49,47.675,143.4,110.42,183.345,74.715,110.06,76.845,43.525,91.575,129.4,128.755,270.635,57.37,142.745,103.465,81.07
22,196.945,105.895,205.98,364.385,132.375,120.795,46.935,49.535,116.215,59.255,82.385,229.865,183.39,123.51,47.675,143.465,110.47,183.265,74.77,109.945,76.865,43.545,91.58,129.4,128.645,270.685,57.335,142.81,103.46,81.045
23,196.93,106.04,205.945,363.42,132.355,120.885,46.965,49.495,116.115,59.2,82.43,229.86,183.19,123.525,47.675,143.52,110.535,183.29,74.77,110.08,76.92,43.575,91.555,129.4,128.46,270.895,57.355,142.955,103.46,81.045
24,196.945,106.105,205.79,364.225,132.435,120.845,46.955,49.435,116.05,59.17,82.46,229.94,182.99,123.51,47.695,143.36,110.595,183.495,74.7,110.11,77.025,43.565,91.395,129.4,128.555,270.885,57.27,142.985,103.385,81.015
25,196.94,106.095,205.71,364.77,132.625,120.795,46.925,49.435,115.98,59.16,82.465,230.025,183.075,123.435,47.635,143.4,110.64,183.495,74.73,110.095,77.06,43.555,91.325,129.49,128.64,270.865,57.28,142.93,103.35,80.945
