,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2241,215.305,92.655,168.48,328.695,144.505,114.365,41.275,43.405,99.275,63.345,74.665,250.13,173.6,149.74,49.665,128.155,109.08,160.155,53.925,89.545,66.405,35.655,78.555,136.74,124.235,224.44,47.325,118.97,86.645,62.885
2242,215.195,92.595,168.385,328.665,144.425,114.305,41.255,43.385,99.245,63.305,74.615,250.03,173.52,149.68,49.635,128.105,108.985,160.145,53.905,89.495,66.415,35.635,78.515,136.695,124.2,224.32,47.305,118.905,86.615,62.875
2243,215.26,92.635,168.475,328.755,144.51,114.325,41.275,43.385,99.295,63.335,74.635,250.115,173.66,149.72,49.655,128.165,109.065,160.195,53.925,89.56,66.445,35.655,78.545,136.735,124.23,224.385,47.315,118.95,86.645,62.885
2244,215.385,92.665,168.525,328.905,144.62,114.37,41.295,43.395,99.315,63.355,74.665,250.245,173.75,149.785,49.685,128.2,109.105,160.255,53.945,89.6,66.465,35.665,78.565,136.76,124.3,224.495,47.325,119,86.675,62.905
2245,215.405,92.685,168.565,328.865,144.625,114.39,41.305,43.405,99.315,63.355,74.675,250.24,173.73,149.835,49.675,128.2,109.115,160.285,53.945,89.615,66.475,35.665,78.575,136.8,124.295,224.5,47.335,119.02,86.675,62.92
2246,215.345,92.665,168.565,328.89,144.62,114.385,41.305,43.405,99.31,63.335,74.675,250.24,173.74,149.79,49.685,128.195,109.115,160.26,53.925,89.615,66.485,35.665,78.565,136.8,124.285,224.495,47.335,118.995,86.675,62.92
2247,215.32,92.65,168.505,328.76,144.585,114.37,41.305,43.405,99.3,63.335,74.665,250.14,173.685,149.755,49.675,128.175,109.105,160.27,53.925,89.595,66.485,35.66,78.575,136.77,124.245,224.43,47.325,119,86.665,62.93
2248,215.33,92.645,168.515,328.77,144.615,114.365,41.295,43.405,99.305,63.335,74.665,250.11,173.665,149.755,49.675,128.18,109.105,160.265,53.915,89.595,66.485,35.655,78.565,136.76,124.28,224.435,47.335,118.985,86.675,62.935
2249,215.405,92.645,168.535,328.91,144.67,114.405,41.315,43.405,99.31,63.345,74.695,250.195,173.705,149.825,49.695,128.205,109.115,160.305,53.925,89.615,66.505,35.665,78.575,136.805,124.31,224.505,47.35,118.985,86.7,62.95
2250,215.38,92.66,168.52,328.9,144.67,114.42,41.305,43.405,99.295,63.335,74.705,250.24,173.665,149.785,49.68,128.18,109.115,160.275,53.925,89.59,66.485,35.655,78.575,136.825,124.305,224.48,47.345,118.995,86.67,62.955
2251,215.38,92.675,168.47,328.895,144.665,114.415,41.315,43.395,99.295,63.335,74.695,250.245,173.63,149.77,49.675,128.135,109.12,160.255,53.915,89.565,66.495,35.655,78.565,136.82,124.3,224.485,47.335,118.965,86.675,62.935
